company,website,phone,address,categories,rating,industry,location,accredited,bbb_link,source
"G & F Painting, Inc.",,(503) 278-5551,,"Painting Contractors, Residential Painter, Commercial Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/g-f-painting-inc-1296-1000190466,bbb.org
Improvement Remodeling LLC,,(503) 515-3171,,"Construction Services, General Contractor, Concrete Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/construction-services/improvement-remodeling-llc-1296-22150526,bbb.org
Exterior Barrier LLC,,(971) 246-0114,"Exterior Barrier LLC serves Portland, OR and surrounding areas within 25 miles.","General Contractor, Roofing Contractors, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/general-contractor/exterior-barrier-llc-1296-1000065323,bbb.org
Aitech build & Paint LLC,,(971) 888-0840,3055 NW Yeon Ave,"General Contractor, Painting Contractors, Drywall Contractors ...",A+,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/general-contractor/aitech-build-paint-llc-1296-1000133964/addressId/872736,bbb.org
CertaPro Painters of Portland,,(503) 894-9379,3449 N Anchor St Ste 500,"Painting Contractors, Siding Contractors, Cabinet Refinishing ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/certapro-painters-of-portland-or-1296-1000031244,bbb.org
Happy Home Maintenance LLC,,9721197212,,"Home Maintenance, Painting Contractors, Handyman ...",A-,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/home-maintenance/happy-home-maintenance-llc-1296-1000188493/addressId/882263,bbb.org
Portlandia Handyman Services LLC,,(971) 400-1509,,"Handyman, General Contractor, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/handyman/portlandia-handyman-services-llc-1296-1000063264,bbb.org
Blue Sky Paper Hanging & Painting Inc,,(503) 292-1001,,"Painting Contractors, Wallpaper Hangers, Wallpaper Removal ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/blue-sky-paper-hanging-painting-inc-1296-22043914,bbb.org
Assurant Exteriors,,(503) 484-0640,7640 NE Airport Way Unit 97238 Box,"Siding Contractors, Roofing Contractors, General Contractor ...",A+,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/siding-contractors/assurant-exteriors-1296-90002634/addressId/788718,bbb.org
Jantzen Beach Painting Services LLC,,(503) 522-9182,,"Construction, Painting Contractors, Pressure Washing ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/construction/jantzen-beach-painting-services-llc-1296-1000130106,bbb.org
Benz Incorporated,,(971) 716-7273,,"Commercial Painting Contractors, Painting Contractors, Residential Painter ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/commercial-painting-contractors/benz-incorporated-1296-1000066824,bbb.org
KVN Construction Inc,,9726698665,,"Siding Contractors, Roofing Contractors, Construction Services ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/siding-contractors/kvn-construction-inc-1296-22788095,bbb.org
Tortoise Construction LLC,,(971) 800-0150,,"Remodel Contractors, General Contractor, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/remodel-contractors/tortoise-construction-llc-1296-1000185720,bbb.org
Bathroom Surface Solutions LLC,,(503) 227-0826,,"Bathtub Refinishing, Painting Contractors, Bathroom Remodel ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/bathtub-refinishing/bathroom-surface-solutions-llc-1296-22526253,bbb.org
Tuff & Stuff General Contractor LLC,,(503) 451-3041,,"General Contractor, Painting Contractors, Handyman ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/general-contractor/tuff-stuff-general-contractor-llc-1296-1000192362,bbb.org
Sunrise Custom Painting LLC,,(503) 735-5223,,"Painting Contractors, Siding Contractors, Commercial Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/sunrise-custom-painting-llc-1296-22480441,bbb.org
Roller Works Painting LLC,,(503) 820-8133,,"Painting Contractors, Cabinet Refinishing, Commercial Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/roller-works-painting-llc-1296-1000141185,bbb.org
Forum Painting Inc,,(503) 705-6732,"Forum Painting Inc serves Portland, OR and surrounding areas within 40 miles.","Painting Contractors, Fire and Water Damage Restoration, Water Damage Restoration ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/forum-painting-inc-1296-75001343,bbb.org
Kairos PRC LLC,,(503) 764-5341,,"Remodel Contractors, General Contractor, Construction Services ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/remodel-contractors/kairos-prc-llc-1296-22726929,bbb.org
J & P United Painting LLC,,(503) 784-6966,"J &amp; P United Painting LLC serves Portland, OR and surrounding areas within 100 miles.","Commercial Painting Contractors, Painting Contractors, Deck Repair ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/milwaukie/profile/commercial-painting-contractors/j-p-united-painting-llc-1296-1000060346,bbb.org
Tommy Builders Inc,,(503) 440-9845,,"Residential General Contractor, General Contractor, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/residential-general-contractor/tommy-builders-inc-1296-1000185998,bbb.org
Nesheim Family Remodeling LLC,,(907) 321-5744,"Nesheim Family Remodeling LLC will travel up to 50 miles from its location in Portland, OR.","General Contractor, Roofing Contractors, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/general-contractor/nesheim-family-remodeling-llc-1296-1000184884,bbb.org
Roof Tech Services LLC,,(971) 489-5418,,"Roofing Contractors, Concrete Contractors, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/roofing-contractors/roof-tech-services-llc-1296-1000195356,bbb.org
1040 Window Remodeling LLC,,(971) 777-5107,1040 Window Remodeling LLC,"General Contractor, Painting Contractors, Home Builders ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/general-contractor/1040-window-remodeling-llc-1296-1000105580,bbb.org
Llanos Enterprises LLC,,(360) 241-8911,,"General Contractor, Painting Contractors, Residential Painter ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/general-contractor/llanos-enterprises-llc-1296-22956880,bbb.org
E & K Painting LLC,,9700297004,3515 Thompson Ave,"Painting Contractors, General Contractor, Siding Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/painting-contractors/e-k-painting-llc-1296-1000060108,bbb.org
Montoya's Painting LLC,,(503) 774-2792,,"Painting Contractors, Commercial Painting Contractors, Fence Staining ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/happy-valley/profile/painting-contractors/montoyas-painting-llc-1296-1000116559,bbb.org
Tellez Remodeling LLC,,(971) 400-4910,"Tellez Remodeling LLC serves Vancouver WA and Portland, OR- within a 30 mile radius.","Remodel Contractors, General Contractor, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/remodel-contractors/tellez-remodeling-llc-1296-1000180060,bbb.org
Mervec Custom Painting LLC,,(503) 200-7788,,"Painting Contractors, Commercial Painting Contractors",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/mervec-custom-painting-llc--1296-1000075923,bbb.org
G & A Roofing LLC,,(971) 371-0727,,"Roofing Contractors, Gutters, Metal Roofing Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/beaverton/profile/roofing-contractors/g-a-roofing-llc-1296-1000186876,bbb.org
Craftsman Construction,,(503) 998-8027,9850 SW Denney Rd,"Construction Services, General Contractor, Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/beaverton/profile/construction-services/craftsman-construction-1296-22040642,bbb.org
Coyote Painting LLC,,(503) 754-9550,,"Painting Contractors, Gutter Cleaning, Window Cleaning ...",A+,Painter,"Portland, OR",True,https://www.bbb.org/us/or/beaverton/profile/painting-contractors/coyote-painting-llc-1296-22717870/addressId/236318,bbb.org
"PDX Rose City Painting, LLC",,(503) 747-9947,4130 SW 117th Ave # 263,"Painting Contractors, Pressure Washing, Window Cleaning ...",A+,Painter,"Portland, OR",True,https://www.bbb.org/us/or/beaverton/profile/painting-contractors/pdx-rose-city-painting-llc-1296-1000061257/addressId/566343,bbb.org
Visionary Construction Services LLC,,(360) 713-1204,,"General Contractor, Painting Contractors, Bathroom Remodel ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/general-contractor/visionary-construction-services-llc-1296-1000185769,bbb.org
Three Diamond Painting,,(503) 884-0390,,"Painting Contractors, Residential Painter",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/portland/profile/painting-contractors/three-diamond-painting-1296-1000164606,bbb.org
CanDo Painting Inc,,(503) 810-3587,118 Hillsdale Ln,"Commercial Painter, Painting Contractors, Commercial Painting Contractors ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/silverton/profile/commercial-painter/cando-painting-inc-1296-22643706,bbb.org
Shepard Painting LLC,,(503) 740-3600,,"Painting Contractors, Carpenter, Property Maintenance",,Painter,"Portland, OR",True,https://www.bbb.org/us/or/lake-oswego/profile/painting-contractors/shepard-painting-llc-1296-75002140,bbb.org
Home Fleet Construction and Renovations LLC,,(360) 975-9817,,"Painting Contractors, General Contractor, Plumber ...",,Painter,"Portland, OR",True,https://www.bbb.org/us/wa/vancouver/profile/painting-contractors/home-fleet-construction-and-renovations-llc--1296-1000176836,bbb.org
AG Marketing Solutions,,(610) 337-8484,489 Shoemaker Rd Ste 111,"Digital Marketing, Marketing Consultant, Web Design ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/pa/king-of-prussia/profile/digital-marketing/ag-marketing-solutions-0241-236103134,bbb.org
Dani Drew LLC,,(215) 292-0580,360 Woodhill Rd,"Photographer, Portrait Photographers, Wedding Photographers ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/pa/newtown/profile/photographer/dani-drew-llc-0241-236090467,bbb.org
Kramer Photography Inc.,,0050100544,856 Route 206,"Photographer, Portrait Photographers, Photography Equipment",A-,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/nj/hillsborough/profile/photographer/kramer-photography-inc-0221-90179903/addressId/126702,bbb.org
Bob Gosselin Photography,,(410) 604-1195,213 Lime Landing Rd,Photographer,,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/millington/profile/photographer/bob-gosselin-photography-0011-90376430,bbb.org
YRN Designs & Photography,,(443) 432-9932,906 Bentgrass Dr,"Photographer, Videographers",A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/aberdeen/profile/photographer/yrn-designs-photography--0011-90369410/addressId/103664,bbb.org
"Little Mountain Printing, Inc",,(717) 933-8091,234 E Rosebud Rd,"Graphic Printing, Web Design, Web Hosting ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/pa/myerstown/profile/graphic-printing/little-mountain-printing-inc-0241-236011258,bbb.org
Eye Photo/Em Photo Services,,(718) 816-7721,238 Bement Avenue,Commercial Photographer,,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/staten-island/profile/commercial-photographer/eye-photoem-photo-services-0121-2518,bbb.org
Eye Photo,,(718) 816-7721,23 West 36 Street,Commercial Photographer,A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/new-york/profile/commercial-photographer/eye-photo-0121-2518/addressId/113525,bbb.org
Maps Studio NYC,,(617) 466-9980,39 W 38th St Fl 11 C/O Maps Studio,Photographer,A-,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/new-york/profile/photographer/maps-studio-nyc-0121-87150906/addressId/283276,bbb.org
"Belah Photography, LLC",,(347) 268-4607,,Photographer,,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/springfield-gardens/profile/photographer/belah-photography-llc-0121-87182019,bbb.org
"Youth Sports Photo, Inc.",,(717) 724-0600,,"Sports Photographers, Photographer, Portrait Photographers",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/pa/highspire/profile/sports-photographers/youth-sports-photo-inc-0241-170304617,bbb.org
Lawrence Photography & Video,,(718) 631-1021,4127 Corporal Kennedy St,"Commercial Photographer, Wedding Photographers",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/bayside/profile/commercial-photographer/lawrence-photography-video-0121-111373,bbb.org
Picture Perfect Muzic LLC,,(443) 299-2293,4131 Bedford Rd,"Photographer, Wedding Photographers, Photo Booth Rental ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/pikesville/profile/photographer/picture-perfect-muzic-llc-0011-90287667,bbb.org
Rachel Smith Photography LLC,,(443) 695-3369,,"Photographer, Portrait Photographers, Wedding Photographers ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/baltimore/profile/photographer/rachel-smith-photography-llc-0011-90271757,bbb.org
Enchanted Fairies,,(214) 607-3030,1065 Old Country Rd Ste 207,"Portrait Photographers, Photographer",A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/westbury/profile/portrait-photographers/enchanted-fairies-0121-87174904/addressId/283141,bbb.org
Zen Agency,,(800) 775-9610,,"Web Design, Web Hosting, Photographer ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/pa/duryea/profile/web-design/zen-agency-0241-235976096,bbb.org
"My Media Buzz, LLC",,(240) 495-3189,,"Audio-Visual Production Services, Photographer, Event Planner ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/jessup/profile/audiovisual-production-services/my-media-buzz-llc-0011-90365469,bbb.org
SM Design,,(631) 306-4308,186 Massachusetts Ave,"Aerial Photographers, Photographer, Graphic Designer ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/bay-shore/profile/aerial-photographer/sm-design-0121-87177093,bbb.org
"Capture the Moment Photography by Ro, LLC",,(301) 346-1914,,"Photographer, Portrait Photographers, Wedding Photographers ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/bowie/profile/photographer/capture-the-moment-photography-by-ro-llc-0241-236051192,bbb.org
AJF Media Group LLC,,(203) 219-3316,,"Advertising, Marketing Consultant, Web Design ...",A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/stamford/profile/advertising/ajf-media-group-llc-0111-87129704/addressId/105790,bbb.org
Enchanted Fairies Studio LLC,,(214) 607-3030,,"Portrait Photographers, Photographer",A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/md/gaithersburg/profile/portrait-photographers/enchanted-fairies-studio-llc-0241-236085403/addressId/357949,bbb.org
Steph J Photography,,(703) 399-5319,643 S Washington St,"Photographer, Wedding Photographers, Commercial Photographer ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/va/alexandria/profile/photographer/steph-j-photography-0241-236092718,bbb.org
Mattox Photography + Video,,(703) 578-0900,1727 King St Ste 300,Photographer,A+,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/va/alexandria/profile/photographer/mattox-photography-video-0241-193152005/addressId/213252,bbb.org
Clayton Jones Images,,(504) 326-5099,,"Photographer, Portrait Photographers, Wedding Photographers",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/va/alexandria/profile/photographer/clayton-jones-images-0241-236103799,bbb.org
Emeritus Digital,,(332) 241-1452,42 Catharine Street,Photographer,,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ny/poughkeepsie/profile/photographer/emeritus-digital--0121-87176885,bbb.org
"Jack Rose Imagery, LLC",,(203) 712-8835,64 Huntington St,"Photographer, Wedding Photographers, Wedding Videographer ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/shleton/profile/photographer/jack-rose-imagery-llc-0111-110094476,bbb.org
FTWINN Media,,(203) 364-7313,3 Horseshoe Ridge Rd,"Photographer, Videographers, Real Estate Photography",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/sandy-hook/profile/photographer/ftwinn-media-0111-110093542,bbb.org
"Disaster Relief Photography, LLC",,(203) 735-0242,,"Inventory Services, Photographer",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/shelton/profile/inventory-services/disaster-relief-photography-llc-0111-17005732,bbb.org
YFM Media Network LLC,,(240) 479-5583,9546 Hagel Cir,"Videographers, Photographer, Video Production Services ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/va/lorton/profile/videographers/yfm-media-network-llc-0241-236093217,bbb.org
The Wedding Elites,,(959) 465-9481,100 Main St N # 147,"Wedding Photographers, Photographer, Portrait Photographers ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/southbury/profile/wedding-photographers/the-wedding-elites-0111-87065467,bbb.org
Chris Noel Photography LLC,,(475) 331-2113,576 Campbell Ave,Photographer,,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/west-haven/profile/photographer/chris-noel-photography-llc-0111-110075996,bbb.org
AW Dronetech LLC,,(203) 361-2560,,"Drone Photographies, Photographer, Aerial Photographers ...",,Photographer,"Philadelphia, PA",True,https://www.bbb.org/us/ct/new-haven/profile/drone-photography/aw-dronetech-llc-0111-110096068,bbb.org
